Orthogroup	Smed_jakke	g_tig_TfinalCDS
OG0013739	SMEST071444001.1.p1, MSTRG.20947.1.p1	m.14590_1, m.10025_1, m.5953_1, m.10051_1, m.6539_1, m.6538_1
OG0013741	MSTRG.20992.4.p1, MSTRG.20992.8.p1, SMEST071383002.1.p1, MSTRG.20992.3.p1, MSTRG.20992.7.p1, MSTRG.20992.7.p2, MSTRG.20992.10.p1	m.27186_1
OG0013742	MSTRG.21016.11.p1, MSTRG.21016.13.p1, MSTRG.21016.5.p1, MSTRG.21016.6.p1, MSTRG.21016.7.p1, SMEST071459002.1.p1	m.33582_1, m.33581_1
OG0013743	SMEST072172001.1.p1, MSTRG.21189.5.p1, MSTRG.21189.3.p1, MSTRG.21189.2.p1, MSTRG.21189.10.p1, MSTRG.21189.2.p2, MSTRG.21189.3.p2	m.5565_1
OG0013745	MSTRG.21304.9.p1, MSTRG.21304.4.p1, MSTRG.21304.8.p1, MSTRG.21304.9.p2, SMEST072458001.1.p1, MSTRG.21304.6.p1, MSTRG.21304.5.p3	m.31897_1
OG0013747	MSTRG.21377.10.p1, SMEST072739004.1.p1, MSTRG.21377.16.p1, MSTRG.21377.9.p1, MSTRG.21377.15.p1	m.27335_1, m.27336_1, m.27334_1
OG0013750	MSTRG.21729.14.p3, MSTRG.21729.18.p3, MSTRG.21729.34.p2, MSTRG.21729.40.p1, MSTRG.21729.36.p5, MSTRG.21729.43.p2, MSTRG.21729.18.p8	m.41616_1
OG0013751	MSTRG.22003.6.p1, MSTRG.22003.2.p1, MSTRG.22003.10.p1, MSTRG.22003.5.p1, MSTRG.22003.8.p1, SMEST075164001.1.p1, MSTRG.22003.2.p3	m.41152_1
OG0013752	SMEST076350033.1.p1	m.20100_1, m.20102_1
OG0013752	SMEST076350026.1.p1, SMEST076350010.1.p1, MSTRG.22401.52.p1	m.20101_1, m.1524_1
OG0013753	SMEST076643001.1.p1, MSTRG.22484.7.p2, MSTRG.22484.9.p1, MSTRG.22484.2.p1, MSTRG.22484.8.p1, MSTRG.22484.5.p1	m.14358_1
OG0013754	SMEST078527001.1.p1, MSTRG.23049.3.p1, MSTRG.23049.11.p1, MSTRG.23049.10.p1, MSTRG.23049.8.p1, MSTRG.23049.6.p1, MSTRG.23049.5.p1	m.9921_1
OG0013755	SMEST079019002.1.p1, SMEST079019003.1.p1, MSTRG.23146.4.p2, SMEST079026001.1.p1, MSTRG.23146.6.p2, MSTRG.23146.5.p1	m.1241_1
OG0013757	MSTRG.23423.3.p1, MSTRG.23423.5.p1, MSTRG.23423.4.p1, MSTRG.23423.2.p1, SMEST079839001.1.p1	m.6720_1, m.6721_1, m.6718_1
OG0013884	SMEST071385002.1.p1, MSTRG.20990.5.p1, MSTRG.20990.3.p1, MSTRG.20990.2.p1, MSTRG.20990.4.p1	m.3335_1
OG0013911	MSTRG.1879.9.p3, MSTRG.1879.4.p3, MSTRG.1879.2.p1, SMEST006480001.1.p1, SMEST006480004.1.p1	m.9947_1
OG0013912	MSTRG.21315.7.p2, SMEST072473003.1.p1	m.30797_1
OG0014053	MSTRG.1027.2.p2, MSTRG.1027.6.p1, MSTRG.1027.5.p1, SMEST000100002.1.p1	m.11396_1
OG0014083	SMEST026036001.1.p1	m.5891_1
OG0014103	MSTRG.21684.1.p1, MSTRG.21684.1.p2	m.3989_1
OG0014110	MSTRG.23464.1.p1	m.14102_1
OG0014112	MSTRG.14412.4.p1	m.6416_1
OG0014167	SMEST078126002.1.p1, MSTRG.21765.2.p1	m.7002_1
OG0014194	MSTRG.3999.10.p1, MSTRG.3999.8.p2, MSTRG.3999.7.p2, SMEST010458001.1.p1, MSTRG.3999.3.p2	m.30308_1
OG0014236	MSTRG.21531.4.p2, MSTRG.21531.6.p1, MSTRG.21531.3.p1	m.20396_1
OG0014313	SMEST056674001.1.p1, MSTRG.17107.3.p1, SMEST056668001.1.p1, MSTRG.17107.1.p1	m.36887_1, m.36890_1
OG0014318	MSTRG.10195.3.p1, MSTRG.10197.3.p1, MSTRG.10195.4.p1, MSTRG.10195.2.p2	m.26074_1
OG0014395	SMEST069107001.1.p1	m.2821_1
OG0014399	MSTRG.1860.6.p1, SMEST006414001.1.p1, SMEST006414002.1.p1, MSTRG.1860.3.p1	m.36160_1
OG0014536	SMEST068587006.1.p1, MSTRG.20362.3.p1, MSTRG.20362.5.p1, MSTRG.20362.4.p1	m.16000_1
OG0014575	SMEST023881002.1.p1	m.11954_1
OG0014583	SMEST051626001.1.p1	m.18748_1
OG0014623	SMEST000488002.1.p1, MSTRG.1129.6.p1, MSTRG.1129.1.p2, MSTRG.1129.6.p2	m.23035_1, m.23036_1
OG0014628	SMEST023300001.1.p1	m.15661_1
OG0014628	MSTRG.12366.1.p2, MSTRG.12366.2.p1	m.12636_1
OG0014746	MSTRG.18314.6.p2, MSTRG.18314.7.p2, MSTRG.18314.4.p1	m.35681_1
OG0014748	MSTRG.14085.4.p2, MSTRG.14085.4.p1, MSTRG.14085.1.p1, SMEST045289001.1.p1, SMEST045289002.1.p1	m.14129_1
OG0014751	MSTRG.23208.6.p1, MSTRG.23208.1.p1, MSTRG.23208.3.p1, SMEST079212020.1.p1, SMEST079212023.1.p1	m.23497_1
OG0014762	MSTRG.3246.3.p1, MSTRG.3246.1.p1, SMEST008222001.1.p1	m.8521_1
OG0014780	MSTRG.6049.10.p2, MSTRG.6049.9.p2	m.14257_1
OG0014787	MSTRG.19334.2.p1, SMEST068886001.1.p1	m.4618_1
OG0014787	MSTRG.19335.2.p1, SMEST068887001.1.p1	m.1971_1
OG0014791	SMEST063962001.1.p1	m.4514_1
OG0014793	SMEST040472002.1.p1, SMEST040472001.1.p1	m.11248_1, m.11247_1
OG0014794	SMEST014040001.1.p1	m.15445_1
OG0014794	MSTRG.5023.6.p1, MSTRG.5023.2.p1, SMEST014053001.1.p1	m.15446_1
OG0014837	MSTRG.23520.5.p2, MSTRG.23520.6.p2, SMEST080390001.1.p1, MSTRG.23520.3.p1, MSTRG.23520.4.p2	m.30886_1
OG0014839	SMEST023232002.1.p1, MSTRG.15640.5.p1, MSTRG.15640.2.p1, SMEST058629001.1.p1	m.19591_1
OG0014866	MSTRG.4899.6.p3, MSTRG.4899.6.p1, MSTRG.4899.7.p1, MSTRG.4899.4.p2	m.13_1
OG0014884	SMEST022518001.1.p1, SMEST049046001.1.p1, SMEST049212001.1.p1, SMEST029168001.1.p2	m.17588_1
OG0014888	MSTRG.14840.4.p1, SMEST048027001.1.p1, MSTRG.14840.2.p2, MSTRG.14840.3.p2	m.15201_1, m.15202_1
OG0014891	SMEST027222001.1.p1, MSTRG.311.3.p2, SMEST027222002.1.p1, MSTRG.311.3.p1, MSTRG.311.4.p1, MSTRG.311.6.p1	m.1827_1
OG0014898	MSTRG.656.9.p3, MSTRG.656.10.p2, MSTRG.656.7.p2, MSTRG.656.11.p1, SMEST026378001.1.p1	m.32991_1
OG0014899	MSTRG.667.5.p1, MSTRG.667.6.p2, SMEST026407001.1.p1, SMEST026407002.1.p1, MSTRG.667.2.p1	m.21967_1, m.21966_1
OG0014902	SMEST002890001.1.p1	m.33210_1
OG0014902	SMEST002883001.1.p1	m.33206_1, m.33205_1
OG0014903	MSTRG.819.4.p1, MSTRG.819.3.p1, MSTRG.819.6.p1, MSTRG.819.2.p2, MSTRG.819.7.p1, SMEST002944001.1.p1	m.33771_1
OG0014905	MSTRG.927.9.p4, MSTRG.927.5.p1, MSTRG.927.9.p5, SMEST003359005.1.p1, MSTRG.927.9.p1	m.32596_1, m.32594_1
OG0014906	SMEST000120001.1.p1, MSTRG.1031.7.p1, MSTRG.1031.5.p1, MSTRG.1031.8.p1, MSTRG.1031.2.p1, MSTRG.1031.4.p1	m.11016_1
OG0014907	SMEST043529001.1.p1, SMEST000380001.1.p1, SMEST073583001.1.p1, SMEST000379001.1.p1, SMEST059636001.1.p1, SMEST016229001.1.p1	m.36924_1
OG0014908	MSTRG.1376.5.p1, SMEST001362003.1.p1, MSTRG.1376.5.p2, MSTRG.1376.7.p1, MSTRG.1376.3.p2	m.23296_1, m.23295_1
OG0014910	SMEST001726001.1.p1	m.7602_1, m.7601_1
OG0014910	MSTRG.1407.1.p1, SMEST001727001.1.p1, SMEST001727002.1.p1	m.9838_1
OG0014911	SMEST001793003.1.p1, SMEST001793002.1.p1	m.11818_1
OG0014911	SMEST005115001.1.p1, MSTRG.16190.1.p1	m.2001_1, m.5040_1
OG0014913	SMEST066856002.1.p1, MSTRG.19782.1.p1, SMEST002221001.1.p1, SMEST002213001.1.p1, MSTRG.1561.30.p1	m.32867_1, m.32869_1
OG0014915	MSTRG.1631.2.p1, MSTRG.1631.5.p1, MSTRG.1631.4.p1, MSTRG.1631.8.p1, MSTRG.1631.7.p1, SMEST005850001.1.p1	m.30786_1
OG0014918	MSTRG.1986.10.p1, MSTRG.1986.9.p2, MSTRG.1986.3.p1, SMEST003989010.1.p1, SMEST003989012.1.p1, MSTRG.1986.4.p1	m.18826_1
OG0014922	SMEST062792001.1.p1	m.3217_1
OG0014922	MSTRG.2368.1.p1	m.3218_1, m.19071_1, m.8875_1, m.19072_1
OG0014923	SMEST049099001.1.p1, MSTRG.2451.1.p1, MSTRG.3651.1.p1, SMEST045949001.1.p1, SMEST079150001.1.p1, SMEST050542001.1.p1	m.3775_1
OG0014924	MSTRG.22269.2.p1, MSTRG.22269.4.p1, SMEST076137002.1.p1, MSTRG.22269.5.p1, MSTRG.22269.6.p1, MSTRG.2478.2.p1	m.9600_1
OG0014925	MSTRG.2498.6.p2, SMEST005419001.1.p1, MSTRG.2498.3.p1, MSTRG.2498.6.p1, MSTRG.2498.7.p1	m.16577_1, m.16578_1
OG0014926	MSTRG.2604.3.p2	m.23183_1
OG0014926	MSTRG.2604.2.p1, MSTRG.2604.3.p1, MSTRG.2604.4.p1, SMEST008719001.1.p1	m.23182_1
OG0014928	MSTRG.2806.1.p1, MSTRG.2806.9.p1, MSTRG.2806.6.p2, MSTRG.2806.2.p2, SMEST009423001.1.p1, MSTRG.2806.6.p3	m.25012_1
OG0014930	SMEST006885001.1.p2, MSTRG.2908.3.p1, MSTRG.2908.2.p1, MSTRG.2908.4.p1, MSTRG.2908.5.p1, SMEST006885001.1.p1	m.7444_1
OG0014932	MSTRG.2979.11.p1	m.39851_1, m.39849_1, m.39848_1, m.39844_1, m.39839_1, m.39836_1
OG0014934	MSTRG.3111.8.p2, SMEST007554003.1.p1, MSTRG.3111.9.p1, SMEST007554001.1.p1, SMEST007554002.1.p1	m.22622_1, m.22623_1
OG0014936	SMEST007736001.1.p1, MSTRG.3167.2.p1	m.26051_1
OG0014936	MSTRG.4739.3.p2, MSTRG.4739.1.p2, MSTRG.4739.2.p1	m.28859_1
OG0014938	MSTRG.3715.2.p2, MSTRG.3714.12.p1, MSTRG.3714.8.p1, MSTRG.3714.11.p1, MSTRG.3714.10.p1, MSTRG.3714.9.p2	m.39155_1
OG0014941	MSTRG.3988.8.p1, MSTRG.3988.3.p1, SMEST010407001.1.p1, MSTRG.3988.5.p1, MSTRG.3988.4.p1, MSTRG.3988.6.p2	m.35108_1
OG0014942	SMEST011108002.1.p1, MSTRG.4110.10.p1, MSTRG.4110.5.p1, MSTRG.4110.4.p1, MSTRG.4110.10.p2, MSTRG.4110.9.p1	m.18570_1
OG0014947	MSTRG.4201.15.p1, MSTRG.13922.3.p1, MSTRG.13922.3.p2, SMEST011278001.1.p1, SMEST043973005.1.p1, SMEST043973011.1.p1	m.7969_1
OG0014950	MSTRG.4374.8.p1, SMEST014480001.1.p1, MSTRG.4374.2.p1, MSTRG.4374.5.p2, MSTRG.4374.6.p1, MSTRG.4374.4.p1	m.16618_1
OG0014952	SMEST014795001.1.p1, MSTRG.4480.1.p2	m.7639_1
OG0014952	MSTRG.20265.2.p1	m.33374_1, m.33376_1, m.33377_1
OG0014953	MSTRG.4488.11.p1, MSTRG.4493.12.p2, MSTRG.4493.11.p1, SMEST014841004.1.p1, MSTRG.4488.7.p2	m.36740_1, m.6633_1
OG0014956	MSTRG.4601.4.p1, MSTRG.4601.1.p1, MSTRG.20070.4.p1, MSTRG.9818.2.p1, MSTRG.4601.2.p1, SMEST029293004.1.p1	m.6372_1
OG0014960	SMEST016865001.1.p1	m.6502_1
OG0014960	MSTRG.5214.3.p1	m.8852_1
OG0014965	MSTRG.5965.1.p1, MSTRG.13692.2.p1, SMEST043039001.1.p1, MSTRG.5965.5.p2, SMEST016568006.1.p1	m.9305_1, m.9304_1
OG0014967	SMEST018996001.1.p1, MSTRG.6076.5.p1, MSTRG.6076.4.p1, MSTRG.6076.11.p1, MSTRG.6076.5.p2, MSTRG.6076.6.p1	m.25103_1
OG0014968	MSTRG.6127.1.p1, MSTRG.20744.1.p2, SMEST055059001.1.p3, SMEST067543005.1.p1, SMEST067543004.1.p1, SMEST067543006.1.p1	m.6998_1
OG0014969	SMEST019377001.1.p1	m.37789_1, m.37767_1
OG0014969	MSTRG.6159.6.p1, MSTRG.6159.2.p1, MSTRG.6159.3.p1	m.37783_1
OG0014970	MSTRG.6264.7.p1, MSTRG.6264.2.p3, SMEST017519001.1.p1, MSTRG.6264.5.p2	m.41812_1, m.27553_1, m.43649_1
OG0014971	MSTRG.6399.8.p2, MSTRG.6399.5.p2, MSTRG.6399.2.p2, MSTRG.6399.7.p1	m.41708_1, m.41722_1, m.41712_1
OG0014972	MSTRG.6423.6.p1, MSTRG.6423.4.p1, MSTRG.6423.2.p1, SMEST018173001.1.p1, MSTRG.6423.7.p1	m.2869_1, m.2868_1
OG0014973	MSTRG.6460.2.p1, MSTRG.6460.6.p1, MSTRG.6460.4.p1, MSTRG.6460.5.p1, MSTRG.6460.2.p2, SMEST018290002.1.p1	m.7938_1
OG0014974	SMEST018362002.1.p1, SMEST018320011.1.p1, MSTRG.6515.1.p2, MSTRG.6505.2.p2, SMEST018362001.1.p1, MSTRG.6515.3.p1	m.29018_1
OG0014975	MSTRG.11857.1.p2, MSTRG.6541.1.p1, MSTRG.11857.2.p1, MSTRG.11857.1.p1, SMEST018618001.1.p1	m.2414_1
OG0014976	MSTRG.6646.4.p1	m.33612_1
OG0014976	MSTRG.6646.2.p2, MSTRG.6646.2.p1, MSTRG.6646.3.p2, SMEST020850001.1.p1	m.33613_1
OG0014977	SMEST020921001.1.p1, SMEST040039001.1.p1, SMEST051408001.1.p1, SMEST042145001.1.p3	m.19169_1, m.33418_1, m.591_1
OG0014978	MSTRG.6742.4.p1, MSTRG.6742.8.p1, MSTRG.6742.10.p1, SMEST021130001.1.p1, MSTRG.6742.6.p1, MSTRG.6742.2.p1	m.13697_1
OG0014979	SMEST021250004.1.p1, MSTRG.6769.8.p2, MSTRG.6769.5.p1, MSTRG.6769.6.p3, MSTRG.6769.7.p1, MSTRG.6769.6.p2	m.18842_1
OG0014980	MSTRG.6827.5.p1, MSTRG.6827.3.p1, SMEST021450002.1.p1, SMEST021450001.1.p1, MSTRG.6827.4.p1, MSTRG.6827.6.p1	m.14035_1
OG0014983	MSTRG.6931.4.p1, MSTRG.6931.3.p1, SMEST019885002.1.p1, MSTRG.6931.7.p1, MSTRG.6931.5.p1, MSTRG.6931.6.p1	m.9276_1
OG0014985	MSTRG.7170.6.p1, SMEST020498002.1.p1, SMEST020498004.1.p1, MSTRG.7170.5.p1, MSTRG.7170.8.p1, MSTRG.7170.4.p2	m.7435_1
OG0014986	MSTRG.7180.4.p1, SMEST020509001.1.p1, MSTRG.7180.2.p2, MSTRG.7180.5.p1, MSTRG.7180.6.p1, MSTRG.7180.3.p1	m.26437_1
OG0014987	MSTRG.7228.3.p1, MSTRG.7228.9.p1, MSTRG.7228.5.p1, MSTRG.7228.4.p1, SMEST020671001.1.p1, MSTRG.7228.7.p1	m.4089_1
OG0014989	SMEST022810002.1.p1	m.33603_1, m.2463_1, m.520_1, m.15468_1, m.12604_1, m.5711_1
OG0014991	MSTRG.7471.3.p1, MSTRG.7471.4.p1, SMEST022937001.1.p1, MSTRG.7471.2.p1	m.17589_1
OG0014992	MSTRG.7525.13.p3, MSTRG.7525.3.p3, MSTRG.7525.19.p4	m.34390_1, m.34389_1, m.34398_1
OG0014994	MSTRG.7623.1.p1, SMEST023248001.1.p1	m.3984_1
OG0014994	MSTRG.14260.2.p1, MSTRG.14260.4.p1, MSTRG.14260.3.p1	m.11691_1
OG0014995	MSTRG.7684.1.p1, MSTRG.7684.2.p2, MSTRG.7684.7.p2, MSTRG.7684.7.p1, MSTRG.7684.6.p1, SMEST021528001.1.p1	m.20929_1
OG0014996	MSTRG.7807.1.p2, MSTRG.7807.4.p1, SMEST021967001.1.p1, MSTRG.7807.2.p1, MSTRG.7807.7.p1, MSTRG.7807.1.p1	m.34465_1
OG0014999	MSTRG.8128.2.p1, MSTRG.8128.1.p1, MSTRG.8128.5.p1	m.32998_1, m.32995_1, m.33004_1
OG0015000	MSTRG.8281.2.p1	m.4360_1, m.29202_1, m.36504_1, m.36503_1, m.27821_1, m.27823_1
OG0015001	SMEST023590001.1.p1, MSTRG.8376.2.p1, MSTRG.8380.5.p1, MSTRG.8380.4.p1, SMEST023609001.1.p1	m.12458_1, m.12457_1
OG0015002	SMEST024365001.1.p1, MSTRG.8584.3.p1, MSTRG.8584.3.p2, MSTRG.8584.4.p1, MSTRG.8584.1.p1, MSTRG.8584.5.p1	m.749_1
OG0015004	MSTRG.9029.5.p1, SMEST041788002.1.p1, MSTRG.9029.1.p1, MSTRG.9029.6.p1, MSTRG.9029.3.p1, MSTRG.9029.1.p2	m.25120_1
OG0015005	MSTRG.9078.4.p1, MSTRG.9078.2.p1, MSTRG.9078.3.p1, SMEST028939003.1.p1	m.2445_1
OG0015008	MSTRG.9205.6.p1, SMEST028852002.1.p1, MSTRG.9205.5.p1, MSTRG.9205.7.p1, SMEST028852001.1.p1	m.9433_1, m.9431_1
OG0015010	SMEST027359001.1.p1	m.4002_1
OG0015010	MSTRG.14336.2.p1, SMEST046208002.1.p1, MSTRG.14341.1.p1, MSTRG.14341.4.p1	m.2383_1
OG0015011	SMEST027887001.1.p1, SMEST027887002.1.p1, MSTRG.9426.3.p1, MSTRG.9426.7.p1, MSTRG.9426.8.p1, MSTRG.9426.1.p2	m.5630_1
OG0015015	SMEST029730001.1.p1, MSTRG.9939.5.p1, MSTRG.9939.4.p1, MSTRG.9939.3.p1, MSTRG.9939.2.p1, MSTRG.9939.6.p1	m.30872_1
OG0015016	MSTRG.10000.4.p1, MSTRG.10000.8.p1, MSTRG.10000.3.p3, MSTRG.10000.8.p2, SMEST030021001.1.p1, MSTRG.10000.2.p1	m.26413_1
OG0015018	SMEST031900001.1.p1, MSTRG.10043.4.p1, MSTRG.10043.2.p1, MSTRG.10043.1.p1, MSTRG.10043.5.p1, MSTRG.10043.2.p2	m.21176_1
OG0015020	MSTRG.10816.5.p1, MSTRG.10816.8.p2, MSTRG.10816.3.p1, SMEST033159001.1.p1, MSTRG.10816.6.p1, SMEST033159002.1.p1	m.11660_1
OG0015021	SMEST034607001.1.p1, MSTRG.11256.2.p1, MSTRG.11256.5.p1, MSTRG.10833.1.p2, SMEST033226002.1.p1, SMEST033226001.1.p1	m.10183_1
OG0015022	SMEST034888003.1.p1, SMEST034888002.1.p1, MSTRG.10965.10.p1, SMEST034888001.1.p1, MSTRG.10965.1.p1, MSTRG.10965.10.p2	m.18409_1
OG0015023	MSTRG.11105.1.p1, SMEST035412001.1.p1, SMEST035411001.1.p1, SMEST035413001.1.p1, MSTRG.11106.2.p1, MSTRG.11106.3.p1	m.1237_1
OG0015025	MSTRG.11313.6.p1, MSTRG.11313.1.p1, MSTRG.11313.7.p1, SMEST036723002.1.p1, SMEST036723003.1.p1, MSTRG.11313.2.p1	m.25040_1
OG0015026	MSTRG.11359.3.p1, SMEST036249002.1.p1, SMEST036249004.1.p1, MSTRG.11359.7.p1, MSTRG.11359.6.p1, MSTRG.11359.9.p1	m.18008_1
OG0015027	SMEST036259001.1.p1, MSTRG.11363.3.p2, MSTRG.11363.4.p1, SMEST036259001.1.p2, MSTRG.11363.2.p1	m.16266_1
OG0015028	MSTRG.15006.4.p1, MSTRG.11525.6.p3, MSTRG.15006.3.p1, MSTRG.11525.2.p2, MSTRG.11525.1.p2, MSTRG.15006.1.p1	m.26541_1
OG0015029	SMEST044281001.1.p1	m.17496_1, m.18370_1
OG0015029	SMEST063826001.1.p1	m.703_1
OG0015029	SMEST035878001.1.p1	m.6466_1
OG0015030	MSTRG.11589.5.p1, MSTRG.11589.9.p2, MSTRG.11589.7.p1, MSTRG.11589.9.p1, SMEST035916001.1.p1, MSTRG.11589.6.p1	m.26174_1
OG0015031	MSTRG.11981.18.p3, MSTRG.11981.6.p1, MSTRG.11981.9.p1, MSTRG.11981.15.p1, MSTRG.11981.16.p1	m.4655_1, m.4652_1
OG0015032	SMEST038734001.1.p1, SMEST038731001.1.p1, SMEST038735001.1.p1, MSTRG.12123.2.p1	m.7893_1, m.6489_1, m.25181_1
OG0015033	MSTRG.12360.1.p2, MSTRG.12360.2.p1, MSTRG.16710.1.p2, MSTRG.16710.2.p2, SMEST038343004.1.p1, SMEST038343002.1.p1	m.4851_1
OG0015034	SMEST039352002.1.p1, SMEST043200004.1.p1, MSTRG.12645.1.p1, MSTRG.12645.3.p1, MSTRG.12999.2.p1, MSTRG.12999.1.p1	m.37529_1
OG0015036	MSTRG.12870.6.p2	m.16406_1
OG0015036	SMEST041392001.1.p1, MSTRG.12870.7.p1, MSTRG.12870.4.p1	m.16407_1, m.16408_1
OG0015037	MSTRG.12964.3.p2, SMEST040594002.1.p1, MSTRG.12964.3.p1, MSTRG.12964.6.p1, MSTRG.12964.4.p2, MSTRG.12964.8.p1	m.19740_1
OG0015039	MSTRG.13372.11.p2, MSTRG.13372.10.p1, SMEST051000001.1.p1, MSTRG.13372.6.p1, MSTRG.13372.10.p2, MSTRG.13372.11.p1	m.16494_1
OG0015041	MSTRG.13379.4.p1, MSTRG.13379.2.p1, SMEST051026002.1.p1, MSTRG.13379.8.p1, MSTRG.13379.5.p1, SMEST051026001.1.p1	m.6656_1
OG0015042	SMEST043845001.1.p1	m.5714_1, m.28864_1, m.15075_1, m.42384_1, m.31505_1, m.39997_1
OG0015043	MSTRG.13845.18.p2, MSTRG.13845.14.p1, MSTRG.13845.4.p2, MSTRG.13845.15.p1, MSTRG.13845.14.p2	m.26307_1, m.26305_1
OG0015048	SMEST046028001.1.p1	m.34800_1, m.34801_1, m.27564_1, m.20174_1, m.20173_1, m.20175_1
OG0015049	SMEST045760001.1.p1, MSTRG.16836.4.p1, MSTRG.16836.3.p1, SMEST055714001.1.p1, MSTRG.16836.5.p1	m.1890_1
OG0015050	SMEST046654001.1.p1, MSTRG.14456.2.p1, MSTRG.14456.4.p1, MSTRG.14456.5.p1, MSTRG.14456.3.p1	m.14315_1, m.32870_1
OG0015052	SMEST047320001.1.p1, MSTRG.14662.6.p1, MSTRG.14662.2.p1, MSTRG.14662.3.p1, MSTRG.14662.5.p1, MSTRG.14662.7.p1	m.23172_1
OG0015053	MSTRG.14687.3.p3, MSTRG.14687.7.p1, MSTRG.14687.3.p1, MSTRG.14687.6.p2, SMEST047389001.1.p1, MSTRG.14687.3.p2	m.24214_1
OG0015055	MSTRG.15594.5.p1, SMEST048646001.1.p1, SMEST059201001.1.p1, MSTRG.15167.1.p1, MSTRG.15594.4.p1, MSTRG.15594.1.p1	m.4752_1
OG0015056	MSTRG.15213.5.p1, MSTRG.15213.3.p1, MSTRG.15213.6.p1, MSTRG.15213.4.p1, SMEST049445002.1.p1, MSTRG.15213.2.p1	m.12068_1
OG0015058	SMEST049796003.1.p1, SMEST049796002.1.p1, MSTRG.15312.12.p1, MSTRG.15312.7.p1, MSTRG.15312.10.p1, MSTRG.15312.12.p2	m.36176_1
OG0015059	MSTRG.15413.8.p1, SMEST050131002.1.p1, SMEST050131003.1.p1, SMEST050145001.1.p1	m.1926_1
OG0015059	MSTRG.18182.5.p1	m.11762_1
OG0015061	MSTRG.15610.4.p1	m.18447_1
OG0015061	MSTRG.15610.7.p1, SMEST058206003.1.p1, MSTRG.15610.8.p1, MSTRG.15610.5.p1	m.18446_1
OG0015062	MSTRG.15635.5.p2, MSTRG.15635.8.p1, SMEST058600002.1.p1, MSTRG.15635.6.p1, MSTRG.15635.5.p1, MSTRG.15635.3.p1	m.27803_1
OG0015066	SMEST054597001.1.p1, MSTRG.16531.3.p1, MSTRG.16531.8.p1, MSTRG.16531.5.p1, MSTRG.16531.6.p1, MSTRG.16531.2.p1	m.3119_1
OG0015067	MSTRG.16677.1.p3	m.40282_1
OG0015067	SMEST055134005.1.p1, SMEST055134004.1.p1, SMEST055134002.1.p1, MSTRG.16677.5.p1	m.18147_1
OG0015068	MSTRG.16762.4.p1, MSTRG.16762.3.p1, MSTRG.16762.2.p1, SMEST055377001.1.p1, MSTRG.16762.7.p1, MSTRG.16762.5.p1	m.9735_1
OG0015069	SMEST057220001.1.p1	m.15549_1
OG0015069	SMEST074503001.1.p1, MSTRG.21868.2.p1	m.8294_1
OG0015071	MSTRG.17238.7.p1, MSTRG.17238.6.p2, SMEST057239002.1.p1, MSTRG.17238.3.p1, MSTRG.17238.4.p1	m.13622_1, m.13621_1
OG0015073	MSTRG.17246.10.p2, SMEST057257002.1.p1, SMEST057257001.1.p1, MSTRG.17246.3.p1, MSTRG.17246.2.p1, MSTRG.17246.10.p1	m.18161_1
OG0015076	MSTRG.17421.8.p1, SMEST064691002.1.p1, MSTRG.17421.14.p1, MSTRG.17421.7.p2, MSTRG.17421.9.p1, MSTRG.17421.13.p2	m.22971_1
OG0015077	SMEST064089001.1.p1, MSTRG.17446.3.p1, MSTRG.17446.2.p1, MSTRG.17446.4.p2, MSTRG.17446.6.p1, MSTRG.17446.7.p2	m.32740_1
OG0015080	MSTRG.17529.2.p1, MSTRG.17529.3.p1, SMEST064362001.1.p1, MSTRG.17529.1.p1	m.33496_1, m.33498_1
OG0015082	MSTRG.17739.8.p1, MSTRG.17739.6.p1, SMEST063903002.1.p2, SMEST063903001.1.p1, MSTRG.17739.1.p1, MSTRG.17739.5.p1	m.8132_1
OG0015083	MSTRG.17750.8.p1, MSTRG.17750.7.p1, SMEST063960005.1.p1, MSTRG.17750.3.p1, MSTRG.17750.5.p1, SMEST063960004.1.p1	m.15851_1
OG0015084	MSTRG.17761.10.p1, MSTRG.17761.7.p1, MSTRG.17761.5.p1, MSTRG.17761.1.p1, SMEST064001002.1.p1, MSTRG.17761.11.p1	m.15863_1
OG0015085	MSTRG.17785.2.p1, MSTRG.17785.6.p2, MSTRG.17785.1.p1, MSTRG.17785.7.p1, MSTRG.17785.3.p1, SMEST064079001.1.p1	m.9341_1
OG0015086	MSTRG.17894.4.p1, MSTRG.17894.5.p1, MSTRG.17894.2.p1, MSTRG.17894.6.p1, MSTRG.17894.3.p1, SMEST059836001.1.p1	m.24611_1
OG0015087	MSTRG.18111.8.p1, MSTRG.18111.3.p1, MSTRG.18111.2.p1	m.18083_1
OG0015087	MSTRG.18111.4.p2	m.18087_1
OG0015088	MSTRG.18199.3.p2, MSTRG.18199.1.p2, SMEST061238001.1.p1, MSTRG.18199.3.p1	m.645_1
OG0015090	MSTRG.18236.9.p1, MSTRG.18236.12.p1, SMEST060992001.1.p1, MSTRG.18236.10.p1, MSTRG.18236.13.p1, SMEST060992002.1.p1	m.9201_1
OG0015091	MSTRG.18284.5.p1, MSTRG.18284.3.p1, MSTRG.18284.2.p1, SMEST061183001.1.p1, MSTRG.18284.1.p1	m.7117_1, m.7118_1
OG0015092	MSTRG.18924.11.p1	m.36444_1, m.36434_1, m.36432_1, m.36443_1, m.36442_1, m.36440_1
